개방자치단체코드,관리번호,자전거보관소명,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,보관대수,설치연도,설치형태,차양막설치여부,공기주입기비치여부,공기주입기유형명,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3020000,202530200000300050,보성여중고입구 버스정류소,서울특별시 용산구 소월로 버스정류소,서울특별시 용산구 용산동2가 1-1144,37.546351,126.985651,7,2019,휀스형,N,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300059,남영경로당,서울특별시 용산구 한강대로72길 21-15,서울특별시 용산구 남영동 108-3,37.541278,126.974363,5,2010,휀스형,N,N,,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300025,서빙고역,서울특별시 용산구 서빙고로 서빙고역 광장,서울특별시 용산구 서빙고동 241-84,37.520029,126.989355,24,2023,거치형,Y,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300022,이촌역 2번 출구,서울특별시 용산구 서빙고로 이촌역 2번 출구,서울특별시 용산구 용산동5가 17-114,37.522102,126.975912,10,2024,거치형,N,N,,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300014,녹사평역 4번 출구,서울특별시 용산구 녹사평대로195 녹사평역 4번 출구,서울특별시 용산구 용산동4가 1-1,37.534781,126.986,14,2001,거치형,Y,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300018,용산청소년수련관(이촌1동주민센터),서울특별시 용산구 이촌로71길 24 용산청소년수련관,서울특별시 용산구 이촌동 301-179,37.521234,126.973377,21,2008,거치형,Y,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300006,순천향대학병원 버스정류소,"서울특별시 용산구 한남대로 순천향대학병원, 한남오거리 버스정류소",서울특별시 용산구 한남동 705-8,37.535321,127.005938,10,2021,단독형,N,Y,태양광식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300044,삼각지역 2번 출구,서울특별시 용산구 한강대로185 삼각지역 2번 출구,서울특별시 용산구 한강로1가 239-1,37.534323,126.973113,7,2014,휀스형,N,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300039,전쟁기념관,서울특별시 용산구 이태원로 29,서울특별시 용산구 용산동1가 8-3,37.534822,126.978083,16,2017,단독형,N,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300035,원효로3가 버스정류소,서울특별시 용산구 원효로 129 버스정류소,서울특별시 용산구 원효로3가 56-1,37.533995,126.957984,8,2019,거치형,Y,Y,태양광식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300048,용산역,서울특별시 용산구 한강대로23길 55 용산역,서울특별시 용산구 한강로3가 40-999,37.528525,126.965127,50,2018,거치형,N,N,,N,02-2199-7750,서울특별시 용산아이파크몰,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300040,삼각지역 14번 출구,서울특별시 용산구 한강대로185 삼각지역 14번 출구,서울특별시 용산구 한강로1가 133-1,37.53509,126.974231,14,2001,거치형,N,Y,태양광식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300031,효창공원앞역 3번 출구,서울특별시 용산구 백범로 효창공원앞역 3번 출구,서울특별시 용산구 용문동 5-221,37.539087,126.961743,6,2016,단독형,N,Y,태양광식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300024,용산가족공원,서울특별시 용산구 서빙고로 137 공원 입구 좌측,서울특별시 용산구 용산동6가 93-2,37.520005,126.982441,15,2023,거치형,Y,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300054,후암시장삼거리,서울특별시 용산구 후암로 후암시장삼거리,서울특별시 용산구 후암동 63-3,37.550247,126.977223,7,2013,휀스형,N,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300056,서울역 14번 출구,서울특별시 용산구 한강대로 401-2 앞,서울특별시 용산구 동자동 43-50,37.554145,126.972434,10,2011,거치형,N,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300005,태성아파트 앞,서울특별시 용산구 대사관로24길 8 앞,서울특별시 용산구 한남동 644-2 앞,37.5329,127.0043,5,2023,휀스형,N,N,,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300052,남산도서관,서울특별시 용산구 소월로 109,서울특별시 용산구 후암동 30-84,37.552713,126.981743,14,2000,거치형,Y,N,,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300002,한남나들목 입구,서울특별시 용산구 서빙고로 한남역교차로,서울특별시 용산구 한남동 557-58,37.528599,127.006535,40,2022,거치형,Y,Y,태양광식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300041,삼각지역 11번 출구,서울특별시 용산구 한강대로185 삼각지역 11번 출구,서울특별시 용산구 한강로1가 18-3,37.535805,126.974619,7,2003,휀스형,N,N,,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300010,한강진역 2번 출구,서울특별시 용산구 이태원로 287 한강진역 2번 출구,서울특별시 용산구 한남동 726-494,37.540503,127.001884,8,2019,단독형,N,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300030,효창공원앞역 6번 출구,서울특별시 용산구 백범로 효창공원앞역 6번 출구,서울특별시 용산구 용문동 5-229,37.539258,126.961231,7,2012,거치형,Y,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300004,한남역 1번 출구,서울특별시 용산구 독서당로6길 한남역 1번출구,서울특별시 용산구 한남동 511-8,37.529477,127.00791,10,2010,휀스형,N,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300060,고려에이트리움 앞,서울특별시 용산구 한강대로 259,서울특별시 용산구 갈월동 101-49,37.541647,126.972669,16,2009,단독형,N,N,,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300033,삼성테마트 앞,서울특별시 용산구 원효로 51,서울특별시 용산구 원효로4가 179,37.533533,126.950007,5,2021,단독형,N,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300057,삼일교회 앞,서울특별시 용산구 청파로 304 삼일교회 앞,서울특별시 용산구 청파동2가 119,37.546379,126.970521,10,2017,단독형,N,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300055,서울역 12번 출구,서울특별시 용산구 한강대로 서울역 12번 출구,서울특별시 용산구 동자동 14-229,37.552147,126.972622,10,2019,단독형,N,Y,태양광식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300001,보광나들목 입구 및 맞은편,서울특별시 용산구 서빙고로 보광동교차로,서울특별시 용산구 보광동 87-12,37.525081,127.002116,15,2019,거치형,Y,Y,태양광식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300049,한강대교 북단 주민쉼터 앞,서울특별시 용산구 한강대로 한강대교 북단 주민쉼터 앞,서울특별시 용산구 한강로3가 40-873,37.522726,126.961677,13,2022,단독형,N,Y,태양광식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300017,이촌1동 명지종합상가 앞,서울특별시 용산구 이촌로 280 명지종합상가 앞,서울특별시 용산구 이촌동 300-15,37.518562,126.977922,10,2015,단독형,N,N,,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300023,이촌역 1번 출구,서울특별시 용산구 서빙고로 이촌역 1번 출구,서울특별시 용산구 용산동5가 19-479,37.522747,126.973546,10,2014,거치형,Y,Y,태양광식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300015,녹사평역 3번 출구,서울특별시 용산구 녹사평대로195 녹사평역 3번 출구,서울특별시 용산구 용산동4가 1-1,37.534515,126.986909,7,2001,거치형,Y,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300061,남영역 청파로방면,서울특별시 용산구 청파로 남영역 뒷편,서울특별시 용산구 원효로1가 113-1,37.541107,126.970952,14,2010,거치형,Y,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300020,이촌역 4번 출구,서울특별시 용산구 이촌로71길 이촌역 4번 출구,서울특별시 용산구 이촌동 301-240,37.521922,126.973162,74,2019,거치형,Y,Y,기계식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300051,용산도서관,서울특별시 용산구 두텁바위로160,서울특별시 용산구 후암동 30-90,37.552433,126.9798,6,2024,단독형,N,N,,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300046,신용산역 6번 출구,서울특별시 용산구 한강대로 신용산역 6번 출구,서울특별시 용산구 한강로2가 181-2,37.529788,126.968237,14,2012,거치형,Y,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300013,이태원역 2번 출구,서울특별시 용산구 이태원로 177 이태원역 2번 출구,서울특별시 용산구 이태원동 119-23,37.53456,126.994271,5,2019,단독형,N,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300037,이촌2동주민센터,서울특별시 용산구 이촌로18길 20,서울특별시 용산구 이촌동 206-2,37.526089,126.954733,5,2010,휀스형,N,Y,태양광식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300019,이촌역 5번 출구,서울특별시 용산구 서빙고로 이촌역 5번 출구,서울특별시 용산구 용산동5가 19-551,37.522648,126.97328,10,2023,거치형,Y,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300027,용산구문화체육센터,서울특별시 용산구 백범로 350,서울특별시 용산구 문배동 19-2,37.537285,126.967825,10,2010,거치형,N,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300043,삼각지역 7~8번 출구,서울특별시 용산구 한강대로185 삼각지역 7~8번 출구,서울특별시 용산구 한강로1가 273-4,37.535363,126.973397,7,2020,단독형,N,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300064,숙대입구역 4번 출구,서울특별시 용산구 한강대로 숙대입구 4번 출구,서울특별시 용산구 남영동 19-8,37.544482,126.972286,7,2003,거치형,N,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3020000,202530200000300012,이태원역 3번 출구,서울특별시 용산구 이태원로 177 이태원역 3번 출구,서울특별시 용산구 이태원동 119-23,37.534441,126.994466,5,2013,단독형,N,Y,수동식,N,02-2199-7750,서울특별시 용산구청,2025-10-17,I,2026-05-15 18:45:05,2025-10-17 14:04:24
3030000,202030300000300023,왕십리역5번출구,서울특별시 성동구 왕십리로 300,서울특별시 성동구 행당동 168-202,37.56122165,127.0366574,2,2016,단독형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300022,뚝섬역 5번출구,서울특별시 성동구 아차산로 38,서울특별시 성동구 성수동1가 656-766,37.5464578,127.0484361,7,2016,단독형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300056,동일로 221 앞,서울특별시 성동구 동일로 221,서울특별시 성동구 송정동 18-1,37.55167101,127.0690187,8,2019,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:41
3030000,202030300000300033,비젼트레이닝센터,서울특별시 성동구 자동차시장길 45,서울특별시 성동구 용답동 250-1,37.55870915,127.0562904,2,2016,거치형,N,N,,Y,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300040,아차산로52길,서울특별시 성동구 아차산로 52,서울특별시 성동구 성수동1가 14-64,37.54619174,127.0499304,7,2017,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300005,뚝섬역 2번출구,서울특별시 성동구 아차산로 17,서울특별시 성동구 성수동1가 656-276,37.547604,127.046578,3,2014,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300007,성수역 3번출구,서울특별시 성동구 아차산로 116,서울특별시 성동구 성수동2가 315-1,37.5440067,127.0566082,3,2014,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300018,답십리역5번출구,서울특별시 성동구 천호대로 294,서울특별시 성동구 용답동 73-4,37.566111,127.0530671,31,2016,단독형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300049,1번 출구,서울특별시 성동구 마장동 810,서울특별시 성동구 마장동 810,37.56628305,127.0431615,4,2019,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:41
3030000,202030300000300013,한양대학교,서울특별시 성동구 왕십리로 222,서울특별시 성동구 행당동 17-7,37.554441,127.0465971,60,2015,거치형,Y,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300058,하왕십리 공영주차장 앞,서울특별시 성동구 무학봉길 48,서울특별시 성동구 행당동 347-3,37.560287,127.0279239,10,2019,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:41
3030000,202030300000300039,상왕십리역1-1번출구,서울특별시 성동구 하왕십리동 960-3,서울특별시 성동구 하왕십리동 960-3,37.56391564,127.030275,25,2017,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300055,"광희중학교,응봉역 버스정류장 옆",서울특별시 성동구 독서당로62길 46,서울특별시 성동구 응봉동 193,37.5511529,127.0339817,15,2019,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:41
3030000,202030300000300054,4번 출구,서울특별시 성동구 마장동 810,서울특별시 성동구 마장동 810,37.56628305,127.0431615,10,2019,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:41
3030000,202030300000300001,성동구청 뒤편,서울특별시 성동구 고산자로 260,서울특별시 성동구 행당동 7,37.56236418,127.0364542,10,2010,기타,Y,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300010,왕십리역 6번출구,서울특별시 성동구 마조로1길 36,서울특별시 성동구 행당동 3-4,37.560548,127.039453,3,2014,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300053,3번 출구(마장로 304-6),서울특별시 성동구 마장로 304-6,서울특별시 성동구 마장동 791-12,37.56601266,127.0434104,10,2019,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:41
3030000,202030300000300024,마장역2번출구,서울특별시 성동구 마장로 301,서울특별시 성동구 마장동 772-4,37.566358,127.0429858,5,2016,단독형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300021,용답역 1번출구,서울특별시 성동구 용답19길 1,서울특별시 성동구 용답동 51-9,37.5626164,127.051329,13,2016,단독형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300008,성수역 4번출구,서울특별시 성동구 아차산로 96,서울특별시 성동구 성수동2가 314-6,37.5447192,127.0546652,3,2014,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300042,응봉체육공원,서울특별시 성동구 응봉동 234-3,서울특별시 성동구 응봉동 234-3,37.557244,127.021411,4,2017,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300015,뚝도아리수정수센터수도박물관,서울특별시 성동구 왕십리로 27,서울특별시 성동구 성수동1가 642-1,37.5397059,127.0420438,30,2015,거치형,Y,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300036,서울숲역2번출구,서울특별시 성동구 왕십리로 66-26,서울특별시 성동구 성수동1가 656-461,37.543075,127.0450286,40,2017,거치형,Y,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300026,용답초교,서울특별시 성동구 용답25길 1,서울특별시 성동구 용답동 29,37.5607767,127.0535444,70,2016,단독형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300006,성수역 2번출구,서울특별시 성동구 아차산로 100,서울특별시 성동구 성수동2가 300-1,37.544538,127.0560896,14,2014,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300057,동일로 217 앞,서울특별시 성동구 동일로 217,서울특별시 성동구 송정동 20-10,37.55134313,127.0688826,8,2019,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:41
3030000,202030300000300014,선재누리(복지센터),서울특별시 성동구 무학로4길 21,서울특별시 성동구 도선동 179,37.564716,127.033317,5,2015,거치형,Y,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300031,응봉역,서울특별시 성동구 고산자로 132,서울특별시 성동구 응봉동 228-12,37.5519023,127.0353837,33,2016,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300019,성수이로93,서울특별시 성동구 성수이로 93,서울특별시 성동구 성수동2가 315-107,37.543363,127.0565492,25,2016,단독형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300002,뚝섬역1번출구,서울특별시 성동구 아차산로 7,서울특별시 성동구 성수동1가 656-302,37.548074,127.045617,20,2010,기타,Y,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300052,3번 출구(삼포집),서울특별시 성동구 마장로 298,서울특별시 성동구 마장동 791-6,37.56577138,127.0429077,20,2019,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:41
3030000,202030300000300011,덕수고등학교,서울특별시 성동구 살곶이4길 14,서울특별시 성동구 행당동 70-28,37.55620308,127.04211,59,2015,거치형,Y,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300050,2번 출구,서울특별시 성동구 마장동 810,서울특별시 성동구 마장동 810,37.56628305,127.0431615,25,2019,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:41
3030000,202030300000300034,뚝섬역 7번출구,서울특별시 성동구 아차산로 12,서울특별시 성동구 성수동1가 656-308,37.547438,127.0453479,7,2016,단독형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300035,서울숲역1번출구,서울특별시 성동구 왕십리로77,서울특별시 성동구 성수동1가 656-436,37.54361698,127.0447055,20,2017,거치형,Y,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300004,뚝섬역 5번출구,서울특별시 성동구 아차산로 38,서울특별시 성동구 성수동1가 656-766,37.5464578,127.0484361,7,2014,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300027,왕십리파출소,서울특별시 성동구 마장로 205,서울특별시 성동구 홍익동 102-1,37.5666299,127.032645,3,2016,단독형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300045,서울숲 it캐슬,서울특별시 성동구 광나루로 130,서울특별시 성동구 성수동1가 671-6,37.55097994,127.0447189,20,2018,거치형,N,Y,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300038,성동좋은이웃지역아동센터,서울특별시 성동구 용답중앙길 94,서울특별시 성동구 용답동 20-1,37.56189925,127.0550794,25,2017,거치형,N,Y,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300020,답십리역7번출구,서울특별시 성동구 천호대로 280,서울특별시 성동구 용답동 101-10,37.566938,127.0519104,8,2016,단독형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300016,동부수도사업소,서울특별시 성동구 고산자로10길 13,서울특별시 성동구 행당동 142-1,37.5592506,127.0354202,10,2015,거치형,Y,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300029,성동구 가람길 125,서울특별시 성동구 가람길 125,서울특별시 성동구 송정동 73-1113,37.5540514,127.0577174,2,2016,휀스형,N,Y,기계식,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300048,장미소공원,서울특별시 성동구 동일로 227,서울특별시 성동구 송정동 2-7,37.5522366,127.0694221,8,2019,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:41
3030000,202030300000300051,현대오일뱅크 앞,서울특별시 성동구 마장로 311,서울특별시 성동구 마장동 771-6,37.56701806,127.0437188,4,2019,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:41
3030000,202030300000300059,마장동 고운타워오피스텔 앞,서울특별시 성동구 고산자로 345,서울특별시 성동구 마장동 474-5,37.57047647,127.0373411,5,2020,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:41
3030000,202030300000300012,행당파출소,서울특별시 성동구 행당로 89,서울특별시 성동구 행당동 317-1994,37.55742882,127.028894,10,2015,거치형,Y,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300047,한양대부속고등학교,서울특별시 성동구 마조로 42,서울특별시 성동구 사근동 223,37.56191893,127.042326,38,2018,거치형,N,Y,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:41
3030000,202030300000300003,뚝섬역 6번출구,서울특별시 성동구 뚝섬로1길 63,서울특별시 성동구 성수동1가 8-6,37.546853,127.047618,8,2014,단독형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300025,용답역 1번출구,서울특별시 성동구 용답19길 1,서울특별시 성동구 용답동 51-9,37.5626164,127.051321,21,2016,단독형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300037,금호고등학교,서울특별시 성동구 금호로 118,서울특별시 성동구 금호동1가 1822,37.5536206,127.0234354,20,2017,거치형,N,Y,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300060,아차산로 49 우리은행 앞,서울특별시 성동구 아차산로 49,서울특별시 성동구 성수동1가 14-18,37.54678636,127.0500395,12,2020,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:41
3030000,202030300000300028,아차산로7길 21,서울특별시 성동구 아차산로7길 21,서울특별시 성동구 성수동2가 289-20,37.5471557,127.0547872,18,2016,단독형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
3030000,202030300000300043,서울시설공단 교차로,서울특별시 성동구 청계천로 540,서울특별시 성동구 마장동 527-6,37.57161212,127.0360467,5,2017,거치형,N,N,,N,02-2286-5683,서울특별시 성동구청,2020-12-08,I,2026-05-15 18:45:05,2020-12-08 17:25:40
